Bacterial Spot Rot,162,12,957,935,100_Bacterial Spot. (49).jpg,1119,1037,"(2, 0.5723860589812332, 0.4623915139826423, 0.8552278820375335, 0.9016393442622951)"
Bacterial Spot Rot,449,616,1008,656,101_Bacterial Spot. (5).jpg,2215,2064,"(2, 0.43024830699774264, 0.4573643410852713, 0.455079006772009, 0.3178294573643411)"
Bacterial Spot Rot,9,10,923,917,102_Bacterial Spot. (50).jpg,932,1009,"(2, 0.5048283261802575, 0.4643211100099108, 0.990343347639485, 0.908820614469772)"
Bacterial Spot Rot,191,209,1122,904,103_Bacterial Spot. (51).jpg,1419,1281,"(2, 0.5299506694855532, 0.5160031225604996, 0.7906976744186047, 0.7056986729117877)"
Bacterial Spot Rot,101,1183,163,263,104_Bacterial Spot. (52).jpg,2047,1913,"(2, 0.08915486077186126, 0.6871406168322007, 0.07962872496336101, 0.1374803972817564)"
Bacterial Spot Rot,450,682,593,397,104_Bacterial Spot. (52).jpg,2047,1913,"(2, 0.3646800195407914, 0.46027182435964453, 0.28969223253541765, 0.20752744380554103)"
Bacterial Spot Rot,1251,957,374,341,104_Bacterial Spot. (52).jpg,2047,1913,"(2, 0.7024914509037616, 0.5893883951907998, 0.18270639960918417, 0.17825405122843702)"
Bacterial Spot Rot,854,1520,901,308,104_Bacterial Spot. (52).jpg,2047,1913,"(2, 0.6372740595994137, 0.8750653423941452, 0.4401563263312164, 0.16100365917407214)"
Bacterial Spot Rot,394,1531,348,248,104_Bacterial Spot. (52).jpg,2047,1913,"(2, 0.2774792379091353, 0.8651332984840564, 0.1700048851978505, 0.12963930998431783)"
Bacterial Spot Rot,1330,962,402,307,105_Bacterial Spot. (53).jpg,2073,1887,"(2, 0.738543174143753, 0.5911499735029148, 0.1939218523878437, 0.16269210386857447)"
Bacterial Spot Rot,482,753,563,380,105_Bacterial Spot. (53).jpg,2073,1887,"(2, 0.3683068017366136, 0.4997350291467939, 0.2715870718765075, 0.20137784843667197)"
Bacterial Spot Rot,957,1529,848,325,105_Bacterial Spot. (53).jpg,2073,1887,"(2, 0.6661842739990352, 0.8963963963963965, 0.4090689821514713, 0.17223105458399576)"
Bacterial Spot Rot,112,1280,285,329,105_Bacterial Spot. (53).jpg,2073,1887,"(2, 0.12276893391220454, 0.7655007949125596, 0.13748191027496381, 0.17435082140964495)"
Bacterial Spot Rot,507,1591,315,263,105_Bacterial Spot. (53).jpg,2073,1887,"(2, 0.32054992764109985, 0.9128245892951776, 0.15195369030390737, 0.1393746687864335)"
Bacterial Spot Rot,281,460,558,568,106_Bacterial Spot. (54).jpg,1612,1695,"(2, 0.34739454094292804, 0.4389380530973451, 0.34615384615384615, 0.3351032448377581)"
Bacterial Spot Rot,988,1114,611,581,106_Bacterial Spot. (54).jpg,1612,1695,"(2, 0.8024193548387096, 0.828613569321534, 0.3790322580645161, 0.34277286135693213)"
Bacterial Spot Rot,173,1081,499,595,106_Bacterial Spot. (54).jpg,1612,1695,"(2, 0.2620967741935484, 0.8132743362831858, 0.30955334987593053, 0.35103244837758113)"
Bacterial Spot Rot,741,782,483,634,106_Bacterial Spot. (54).jpg,1612,1695,"(2, 0.6094913151364765, 0.6483775811209439, 0.29962779156327546, 0.3740412979351032)"
Bacterial Spot Rot,963,956,497,578,107_Bacterial Spot. (55).jpg,1975,2193,"(2, 0.6134177215189873, 0.5677154582763337, 0.2516455696202532, 0.26356589147286824)"
Bacterial Spot Rot,1261,1228,587,578,107_Bacterial Spot. (55).jpg,1975,2193,"(2, 0.7870886075949367, 0.6917464660282717, 0.2972151898734177, 0.26356589147286824)"
Bacterial Spot Rot,763,633,336,404,107_Bacterial Spot. (55).jpg,1975,2193,"(2, 0.47139240506329116, 0.3807569539443684, 0.17012658227848101, 0.18422252621979024)"
Bacterial Spot Rot,419,816,421,332,107_Bacterial Spot. (55).jpg,1975,2193,"(2, 0.3187341772151899, 0.4477884176926584, 0.21316455696202533, 0.151390788873689)"
Bacterial Spot Rot,406,1352,400,408,107_Bacterial Spot. (55).jpg,1975,2193,"(2, 0.3068354430379747, 0.70953032375741, 0.20253164556962028, 0.18604651162790697)"
Bacterial Spot Rot,890,611,472,593,108_Bacterial Spot. (57).jpg,2000,1790,"(2, 0.5630000000000001, 0.5069832402234636, 0.23600000000000002, 0.3312849162011173)"
Bacterial Spot Rot,349,1044,399,430,108_Bacterial Spot. (57).jpg,2000,1790,"(2, 0.27425, 0.7033519553072625, 0.1995, 0.2402234636871508)"
Bacterial Spot Rot,1129,871,638,663,108_Bacterial Spot. (57).jpg,2000,1790,"(2, 0.724, 0.6717877094972067, 0.319, 0.37039106145251394)"
Bacterial Spot Rot,297,548,437,267,108_Bacterial Spot. (57).jpg,2000,1790,"(2, 0.25775, 0.3807262569832402, 0.2185, 0.14916201117318434)"
Bacterial Spot Rot,633,291,406,454,108_Bacterial Spot. (57).jpg,2000,1790,"(2, 0.418, 0.28938547486033517, 0.203, 0.25363128491620107)"
Bacterial Spot Rot,1017,1,508,794,109_Bacterial Spot. (59).jpg,2097,1190,"(2, 0.6061039580352885, 0.3344537815126051, 0.24225083452551263, 0.6672268907563026)"
Bacterial Spot Rot,394,418,266,227,109_Bacterial Spot. (59).jpg,2097,1190,"(2, 0.25131139723414403, 0.4466386554621849, 0.1268478779208393, 0.19075630252100842)"
Bacterial Spot Rot,1466,418,354,375,109_Bacterial Spot. (59).jpg,2097,1190,"(2, 0.7835002384358607, 0.5088235294117648, 0.1688125894134478, 0.3151260504201681)"
Bacterial Spot Rot,447,1080,546,526,10_Bacterial Spot. (108).jpg,2072,2072,"(2, 0.3474903474903475, 0.6481660231660232, 0.26351351351351354, 0.25386100386100385)"
Bacterial Spot Rot,1013,687,406,385,10_Bacterial Spot. (108).jpg,2072,2072,"(2, 0.5868725868725869, 0.42446911196911197, 0.19594594594594594, 0.18581081081081083)"
Bacterial Spot Rot,765,690,686,1034,110_Bacterial Spot. (6).jpg,2291,2213,"(2, 0.4836316019205587, 0.5454134658834162, 0.2994325621999127, 0.4672390420244013)"
Bacterial Spot Rot,316,591,405,307,111_Bacterial Spot. (60).jpg,1982,1288,"(2, 0.2616044399596367, 0.578027950310559, 0.20433905146316853, 0.23835403726708074)"
Bacterial Spot Rot,676,474,435,463,111_Bacterial Spot. (60).jpg,1982,1288,"(2, 0.45080726538849647, 0.547748447204969, 0.2194752774974773, 0.35947204968944096)"
Bacterial Spot Rot,620,61,539,438,111_Bacterial Spot. (60).jpg,1982,1288,"(2, 0.4487891019172553, 0.21739130434782608, 0.27194752774974773, 0.34006211180124224)"
Bacterial Spot Rot,1466,535,290,179,111_Bacterial Spot. (60).jpg,1982,1288,"(2, 0.8128153380423815, 0.48486024844720493, 0.14631685166498487, 0.1389751552795031)"
Bacterial Spot Rot,436,800,932,491,112_Bacterial Spot. (61).jpg,1368,1835,"(2, 0.6593567251461988, 0.5697547683923706, 0.6812865497076023, 0.267574931880109)"
Bacterial Spot Rot,660,135,256,352,112_Bacterial Spot. (61).jpg,1368,1835,"(2, 0.5760233918128654, 0.16948228882833788, 0.1871345029239766, 0.19182561307901907)"
Bacterial Spot Rot,472,1216,352,377,112_Bacterial Spot. (61).jpg,1368,1835,"(2, 0.47368421052631576, 0.7653950953678474, 0.2573099415204678, 0.20544959128065396)"
Bacterial Spot Rot,271,691,557,521,113_Bacterial Spot. (62).jpg,2012,1818,"(2, 0.27311133200795223, 0.5233773377337734, 0.27683896620278325, 0.28657865786578657)"
Bacterial Spot Rot,1116,261,684,726,113_Bacterial Spot. (62).jpg,2012,1818,"(2, 0.724652087475149, 0.3432343234323432, 0.3399602385685884, 0.39933993399339934)"
Bacterial Spot Rot,194,126,695,897,114_Bacterial Spot. (63).jpg,1977,1801,"(2, 0.27389984825493174, 0.31898945030538595, 0.35154274152756704, 0.49805663520266524)"
Bacterial Spot Rot,1153,562,555,475,114_Bacterial Spot. (63).jpg,1977,1801,"(2, 0.723571067273647, 0.44392004441976685, 0.28072837632776937, 0.26374236535258194)"
Bacterial Spot Rot,1068,130,725,722,115_Bacterial Spot. (64).jpg,2423,1817,"(2, 0.5903838217086257, 0.2702256466703357, 0.2992158481221626, 0.3973582828838745)"
Bacterial Spot Rot,434,912,458,454,115_Bacterial Spot. (64).jpg,2423,1817,"(2, 0.27362773421378456, 0.6268574573472757, 0.18902187371027654, 0.24986241056686845)"
Bacterial Spot Rot,1224,0,701,521,116_Bacterial Spot. (65).jpg,2424,1818,"(2, 0.6495462046204621, 0.14328932893289328, 0.2891914191419142, 0.28657865786578657)"
Bacterial Spot Rot,477,726,687,807,116_Bacterial Spot. (65).jpg,2424,1818,"(2, 0.338490099009901, 0.6212871287128713, 0.28341584158415845, 0.4438943894389439)"
Bacterial Spot Rot,1456,521,358,469,117_Bacterial Spot. (66).jpg,2591,2052,"(2, 0.6310304901582401, 0.36817738791423, 0.1381705905055963, 0.22855750487329435)"
Bacterial Spot Rot,2676,890,436,599,118_Bacterial Spot. (67).jpg,4000,3000,"(2, 0.7235, 0.39649999999999996, 0.109, 0.19966666666666666)"
Bacterial Spot Rot,2345,686,535,715,119_Bacterial Spot. (69).jpg,4000,3000,"(2, 0.6531250000000001, 0.3478333333333333, 0.13375, 0.2383333333333333)"
Bacterial Spot Rot,557,1181,428,467,11_Bacterial Spot. (109).jpg,2340,2232,"(2, 0.3294871794871795, 0.633736559139785, 0.1829059829059829, 0.20922939068100357)"
Bacterial Spot Rot,1132,826,385,303,11_Bacterial Spot. (109).jpg,2340,2232,"(2, 0.566025641025641, 0.43794802867383514, 0.16452991452991453, 0.135752688172043)"
Bacterial Spot Rot,443,700,956,830,120_Bacterial Spot. (7).jpg,2005,1634,"(2, 0.4593516209476309, 0.6823745410036719, 0.4768079800498753, 0.5079559363525091)"
Bacterial Spot Rot,1193,908,798,582,121_Bacterial Spot. (70).jpg,2517,2028,"(2, 0.6324990067540723, 0.5912228796844182, 0.3170441001191895, 0.2869822485207101)"
Bacterial Spot Rot,618,848,405,483,122_Bacterial Spot. (71).jpg,1947,2113,"(2, 0.42141756548536213, 0.5156176053005206, 0.20801232665639446, 0.2285849503076195)"
Bacterial Spot Rot,1093,709,632,405,123_Bacterial Spot. (72).jpg,2802,2490,"(2, 0.5028551034975017, 0.36606425702811246, 0.22555317630264096, 0.16265060240963855)"
Bacterial Spot Rot,899,633,605,441,124_Bacterial Spot. (73).jpg,2433,2348,"(2, 0.4938347718865598, 0.3635008517887564, 0.2486642005754213, 0.18781942078364566)"
Bacterial Spot Rot,448,1121,881,750,125_Bacterial Spot. (74).jpg,2130,1934,"(2, 0.41713615023474176, 0.7735263702171665, 0.4136150234741784, 0.3877973112719752)"
Bacterial Spot Rot,867,386,498,487,125_Bacterial Spot. (74).jpg,2130,1934,"(2, 0.523943661971831, 0.3254912099276112, 0.23380281690140844, 0.2518097207859359)"
