Bacterial Spot Rot,874,686,709,872,Bacterial Spot. (95).jpg,4000,3000
Bacterial Spot Rot,354,540,634,644,Bacterial Spot. (96).jpg,2023,1787
Bacterial Spot Rot,1186,492,578,672,Bacterial Spot. (96).jpg,2023,1787
Bacterial Spot Rot,444,1033,339,493,Bacterial Spot. (99).jpg,2581,2034
Bacterial Spot Rot,1374,907,702,587,Bacterial Spot. (99).jpg,2581,2034
Black Rot,3289,189,655,328,Black Rot(9).jpeg,4032,3024
Black Rot,1764,1254,592,466,Black Rot(9).jpeg,4032,3024
Black Rot,1109,1625,1411,1361,Black Rot(9).jpg,4032,3024
Black Rot,410,958,1216,750,Black Rot(9).jpg,4032,3024
Black Rot,3062,491,384,252,Black Rot(9).jpg,4032,3024
Downey Mildew,31,30,192,135,Downy Mildew. (1).jpeg,335,250
Downey Mildew,177,1181,223,160,Downy Mildew. (99).jpg,4000,3000
Downey Mildew,1016,1132,498,260,Downy Mildew. (99).jpg,4000,3000
Downey Mildew,1046,15,1998,806,Downy Mildew. (99).jpg,4000,3000
Downey Mildew,2601,980,483,453,Downy Mildew. (99).jpg,4000,3000
Downey Mildew,17,1519,1741,1370,Downy Mildew. (99).jpg,4000,3000
,,,,,No disease. (96).jpg
,,,,,No disease. (98).jpg
,,,,,No disease. (99).jpg
,,,,,No disease. (9).jpeg
,,,,,No disease. (9).jpg
